index,0,1,2,3,4,5
7/3/2017 5:00,7,2,4,1,3,1
7/3/2017 5:15,5,2,0,4,10,1
7/3/2017 5:30,7,3,5,3,10,1
7/3/2017 5:45,2,2,8,2,7,0
7/3/2017 6:00,4,6,3,1,13,1
7/3/2017 6:15,7,5,15,2,17,5
7/3/2017 6:30,9,14,17,16,26,3
7/3/2017 6:45,10,15,22,14,30,7
7/3/2017 7:00,18,16,23,11,38,7
7/3/2017 7:15,22,24,38,23,60,13
7/3/2017 7:30,22,19,47,14,80,6
7/3/2017 7:45,33,35,67,36,83,15
7/3/2017 8:00,40,41,64,41,110,13
7/3/2017 8:15,54,53,77,57,153,21
7/3/2017 8:30,52,63,74,52,177,24
7/3/2017 8:45,44,67,52,66,143,22
7/3/2017 9:00,31,45,60,49,129,20
7/3/2017 9:15,37,36,50,51,85,18
7/3/2017 9:30,30,37,55,51,107,16
7/3/2017 9:45,22,36,38,49,100,17
7/3/2017 10:00,37,34,37,28,73,19
7/3/2017 10:15,42,45,35,55,101,7
7/3/2017 10:30,42,49,27,65,83,15
7/3/2017 10:45,52,50,60,50,107,12
7/3/2017 11:00,43,55,61,40,99,8
7/3/2017 11:15,38,66,59,72,127,20
7/3/2017 11:30,51,89,65,60,122,24
7/3/2017 11:45,42,111,60,64,133,17
7/3/2017 12:00,44,77,50,62,122,15
7/3/2017 12:15,38,109,71,67,144,30
7/3/2017 12:30,38,108,63,62,147,23
7/3/2017 12:45,58,99,65,74,166,34
7/3/2017 13:00,48,92,56,87,148,25
7/3/2017 13:15,48,81,68,76,155,30
7/3/2017 13:30,65,117,72,80,143,37
7/3/2017 13:45,60,120,76,95,145,27
7/3/2017 14:00,60,92,66,60,143,23
7/3/2017 14:15,78,99,62,61,146,22
7/3/2017 14:30,60,104,75,83,145,26
7/3/2017 14:45,58,120,66,97,160,31
7/3/2017 15:00,56,130,48,93,175,26
7/3/2017 15:15,62,148,54,84,145,28
7/3/2017 15:30,66,134,71,79,134,22
7/3/2017 15:45,90,132,95,76,157,29
7/3/2017 16:00,67,136,81,116,166,38
7/3/2017 16:15,78,146,90,129,185,32
7/3/2017 16:30,73,158,116,140,155,29
7/3/2017 16:45,97,152,100,135,188,34
7/3/2017 17:00,100,212,98,169,187,35
7/3/2017 17:15,94,196,132,151,227,27
7/3/2017 17:30,72,176,120,146,270,32
7/3/2017 17:45,78,175,101,118,192,44
7/3/2017 18:00,92,154,93,139,191,27
7/3/2017 18:15,69,145,93,146,184,45
7/3/2017 18:30,84,131,90,118,215,35
7/3/2017 18:45,76,145,69,97,180,34
7/3/2017 19:00,82,107,71,107,206,27
7/3/2017 19:15,63,88,80,87,177,24
7/3/2017 19:30,76,78,71,89,163,33
7/3/2017 19:45,82,71,64,70,161,23
7/3/2017 20:00,50,73,50,92,151,17
7/3/2017 20:15,54,94,57,79,157,20
7/3/2017 20:30,52,67,66,83,133,20
7/3/2017 20:45,48,57,41,82,94,14
7/3/2017 21:00,54,71,51,74,133,16
7/3/2017 21:15,46,50,58,57,100,11
7/3/2017 21:30,40,37,48,53,89,15
7/3/2017 21:45,49,40,39,63,101,10
7/3/2017 22:00,33,28,35,69,90,1
7/3/2017 22:15,37,24,34,38,84,22
7/3/2017 22:30,36,28,32,50,67,6
7/3/2017 22:45,50,40,29,54,51,7
7/3/2017 23:00,52,31,20,49,48,13
7/3/2017 23:15,38,17,15,45,52,4
7/3/2017 23:30,27,25,21,44,67,4
7/3/2017 23:45,22,23,16,35,37,5
7/4/2017 0:00,23,35,24,40,40,4
7/4/2017 0:15,23,20,10,20,34,2
7/4/2017 0:30,16,19,10,13,26,2
7/4/2017 0:45,13,11,12,20,20,3
7/4/2017 1:00,10,6,11,18,29,3
7/4/2017 1:15,4,7,6,9,25,2
7/4/2017 1:30,13,1,3,15,13,0
7/4/2017 1:45,3,1,2,11,7,0
7/4/2017 2:00,6,6,6,4,19,0
7/4/2017 2:15,1,6,1,7,12,0
7/4/2017 2:30,1,4,7,8,13,3
7/4/2017 2:45,3,3,5,6,7,0
7/4/2017 3:00,2,1,2,5,15,0
7/4/2017 3:15,8,2,3,4,9,1
7/4/2017 3:30,3,1,2,2,7,1
7/4/2017 3:45,0,1,2,3,6,1
7/4/2017 4:00,2,1,2,5,5,2
7/4/2017 4:15,2,0,2,2,8,0
7/4/2017 4:30,0,1,1,1,9,0
7/4/2017 4:45,5,1,1,1,5,0
7/4/2017 5:00,2,3,6,6,4,1
7/4/2017 5:15,6,2,5,5,8,0
7/4/2017 5:30,10,4,3,4,9,0
7/4/2017 5:45,7,8,8,4,15,2
7/4/2017 6:00,5,9,14,11,17,4
7/4/2017 6:15,17,16,21,14,34,6
7/4/2017 6:30,17,36,24,19,47,5
7/4/2017 6:45,18,34,33,28,53,13
7/4/2017 7:00,26,36,53,32,68,8
7/4/2017 7:15,42,49,59,32,106,13
7/4/2017 7:30,63,54,92,46,153,22
7/4/2017 7:45,70,89,113,66,167,46
7/4/2017 8:00,86,103,117,92,221,30
7/4/2017 8:15,87,128,125,112,263,27
7/4/2017 8:30,102,127,130,123,297,38
7/4/2017 8:45,87,117,104,125,256,35
7/4/2017 9:00,54,82,88,77,168,24
7/4/2017 9:15,54,71,63,67,142,19
7/4/2017 9:30,42,50,61,74,135,23
7/4/2017 9:45,42,50,55,67,106,20
7/4/2017 10:00,32,49,49,52,88,16
7/4/2017 10:15,27,40,41,40,91,9
7/4/2017 10:30,36,33,39,47,93,10
7/4/2017 10:45,21,51,49,51,80,12
7/4/2017 11:00,41,41,48,46,93,25
7/4/2017 11:15,34,55,48,59,102,17
7/4/2017 11:30,33,61,49,75,127,22
7/4/2017 11:45,39,93,63,56,124,20
7/4/2017 12:00,48,98,60,92,120,12
7/4/2017 12:15,54,94,48,76,103,13
7/4/2017 12:30,49,80,55,78,126,15
7/4/2017 12:45,42,99,44,90,107,21
7/4/2017 13:00,45,95,43,69,118,9
7/4/2017 13:15,48,65,62,78,110,18
7/4/2017 13:30,42,65,39,69,133,25
7/4/2017 13:45,42,78,55,72,114,16
7/4/2017 14:00,35,91,51,62,93,18
7/4/2017 14:15,51,71,46,61,94,22
7/4/2017 14:30,40,76,64,60,101,21
7/4/2017 14:45,46,74,44,72,124,14
7/4/2017 15:00,57,87,71,68,106,25
7/4/2017 15:15,67,72,51,75,115,20
7/4/2017 15:30,78,111,59,84,132,27
7/4/2017 15:45,47,98,84,108,126,35
7/4/2017 16:00,59,141,64,148,167,42
7/4/2017 16:15,83,130,90,119,149,34
7/4/2017 16:30,90,183,103,166,195,44
7/4/2017 16:45,85,181,86,152,210,49
7/4/2017 17:00,107,232,151,245,244,47
7/4/2017 17:15,104,199,144,253,250,42
7/4/2017 17:30,80,186,134,231,259,50
7/4/2017 17:45,111,156,122,204,221,52
7/4/2017 18:00,103,165,114,147,252,31
7/4/2017 18:15,73,156,114,182,217,28
7/4/2017 18:30,89,126,104,126,242,29
7/4/2017 18:45,83,99,91,144,174,17
7/4/2017 19:00,56,88,97,107,215,29
7/4/2017 19:15,57,89,79,78,186,28
7/4/2017 19:30,93,71,74,73,186,18
7/4/2017 19:45,57,61,69,75,151,19
7/4/2017 20:00,61,86,73,73,186,31
7/4/2017 20:15,53,65,67,83,171,25
7/4/2017 20:30,48,52,71,84,165,15
7/4/2017 20:45,50,68,72,66,163,21
7/4/2017 21:00,71,79,58,70,179,18
7/4/2017 21:15,61,62,55,75,143,14
7/4/2017 21:30,50,52,52,73,125,15
7/4/2017 21:45,41,56,41,63,98,9
7/4/2017 22:00,56,55,48,60,99,18
7/4/2017 22:15,41,48,33,70,82,10
7/4/2017 22:30,56,28,33,64,80,11
7/4/2017 22:45,56,43,38,67,82,10
7/4/2017 23:00,66,42,31,63,67,5
7/4/2017 23:15,52,43,30,99,80,6
7/4/2017 23:30,53,35,26,55,109,9
7/4/2017 23:45,37,22,33,34,76,3
7/5/2017 0:00,25,31,22,31,62,6
7/5/2017 0:15,22,13,14,24,50,3
7/5/2017 0:30,16,7,17,28,51,8
7/5/2017 0:45,10,8,9,13,34,4
7/5/2017 1:00,3,4,8,13,25,2
7/5/2017 1:15,5,2,6,12,14,3
7/5/2017 1:30,7,8,10,6,19,2
7/5/2017 1:45,7,5,5,14,17,1
7/5/2017 2:00,8,6,6,3,15,3
7/5/2017 2:15,4,3,0,1,11,1
7/5/2017 2:30,5,1,4,4,14,4
7/5/2017 2:45,1,1,1,4,13,0
7/5/2017 3:00,4,2,4,1,10,0
7/5/2017 3:15,8,1,0,6,10,0
7/5/2017 3:30,2,3,2,2,3,0
7/5/2017 3:45,2,1,5,4,9,0
7/5/2017 4:00,0,0,3,6,3,1
7/5/2017 4:15,3,3,2,2,5,0
7/5/2017 4:30,2,2,1,2,9,0
7/5/2017 4:45,4,1,4,1,9,1
7/5/2017 5:00,2,2,5,5,4,1
7/5/2017 5:15,3,4,3,2,8,0
7/5/2017 5:30,9,4,6,5,16,4
7/5/2017 5:45,8,2,9,6,13,3
7/5/2017 6:00,8,4,11,8,23,2
7/5/2017 6:15,11,17,22,17,31,3
7/5/2017 6:30,15,33,24,20,46,9
7/5/2017 6:45,18,22,34,21,53,8
7/5/2017 7:00,29,44,53,35,67,8
7/5/2017 7:15,40,46,66,36,114,22
7/5/2017 7:30,70,84,108,39,149,27
7/5/2017 7:45,72,97,114,72,179,31
7/5/2017 8:00,94,92,107,83,229,24
7/5/2017 8:15,96,137,135,114,270,37
7/5/2017 8:30,92,102,149,116,298,30
7/5/2017 8:45,91,109,128,140,286,43
7/5/2017 9:00,60,81,93,61,188,24
7/5/2017 9:15,52,74,64,79,130,21
7/5/2017 9:30,53,52,61,67,121,23
7/5/2017 9:45,39,47,64,56,115,21
7/5/2017 10:00,38,58,47,47,96,12
7/5/2017 10:15,32,28,58,54,88,13
7/5/2017 10:30,32,44,46,63,97,13
7/5/2017 10:45,31,53,34,36,87,8
7/5/2017 11:00,31,47,55,52,105,10
7/5/2017 11:15,31,50,55,48,89,17
7/5/2017 11:30,38,74,48,64,101,29
7/5/2017 11:45,46,74,56,68,124,11
7/5/2017 12:00,41,94,40,82,110,30
7/5/2017 12:15,47,104,76,77,125,32
7/5/2017 12:30,46,88,63,76,110,20
7/5/2017 12:45,49,81,47,62,124,20
7/5/2017 13:00,55,85,53,80,126,12
7/5/2017 13:15,44,91,48,77,108,12
7/5/2017 13:30,38,88,50,88,120,21
7/5/2017 13:45,47,74,54,48,102,20
7/5/2017 14:00,44,71,40,64,96,16
7/5/2017 14:15,47,76,62,65,134,14
7/5/2017 14:30,54,67,59,77,98,19
7/5/2017 14:45,45,59,54,68,108,14
7/5/2017 15:00,57,82,61,64,126,17
7/5/2017 15:15,58,77,51,68,103,24
7/5/2017 15:30,53,105,56,80,129,19
7/5/2017 15:45,55,83,53,83,107,22
7/5/2017 16:00,83,124,81,132,139,29
7/5/2017 16:15,78,118,83,122,195,54
7/5/2017 16:30,98,158,92,169,223,46
7/5/2017 16:45,113,194,88,161,203,33
7/5/2017 17:00,106,220,127,253,278,43
7/5/2017 17:15,123,234,137,229,277,53
7/5/2017 17:30,115,165,122,213,228,41
7/5/2017 17:45,97,181,131,184,272,50
7/5/2017 18:00,103,149,116,178,262,44
7/5/2017 18:15,96,122,128,141,237,37
7/5/2017 18:30,88,142,112,146,234,33
7/5/2017 18:45,72,116,121,116,209,38
7/5/2017 19:00,60,138,114,98,240,38
7/5/2017 19:15,82,88,76,97,199,18
7/5/2017 19:30,93,94,86,107,174,28
7/5/2017 19:45,70,105,91,78,184,18
7/5/2017 20:00,75,90,84,107,174,23
7/5/2017 20:15,66,100,99,83,157,24
7/5/2017 20:30,66,84,69,87,159,16
7/5/2017 20:45,59,80,73,79,142,17
7/5/2017 21:00,71,80,81,73,158,20
7/5/2017 21:15,47,55,60,56,137,16
7/5/2017 21:30,57,39,66,87,130,7
7/5/2017 21:45,57,48,49,80,107,11
7/5/2017 22:00,49,50,59,77,109,14
7/5/2017 22:15,54,55,42,53,108,18
7/5/2017 22:30,40,46,46,46,98,10
7/5/2017 22:45,50,40,50,56,96,15
7/5/2017 23:00,41,41,43,64,83,8
7/5/2017 23:15,23,44,30,54,84,11
7/5/2017 23:30,33,30,29,32,68,12
7/5/2017 23:45,36,23,26,39,68,18
7/6/2017 0:00,21,20,23,37,53,12
7/6/2017 0:15,27,14,14,27,40,5
7/6/2017 0:30,23,11,18,17,63,2
7/6/2017 0:45,23,9,22,16,43,9
7/6/2017 1:00,15,10,8,11,51,9
7/6/2017 1:15,21,11,16,9,21,4
7/6/2017 1:30,11,6,9,12,29,6
7/6/2017 1:45,20,3,4,11,19,3
7/6/2017 2:00,11,3,4,5,10,3
7/6/2017 2:15,3,5,6,6,9,0
7/6/2017 2:30,3,0,1,3,18,2
7/6/2017 2:45,5,2,2,11,17,1
7/6/2017 3:00,3,3,3,8,14,2
7/6/2017 3:15,6,2,0,7,17,1
7/6/2017 3:30,7,3,3,8,17,1
7/6/2017 3:45,1,5,3,1,4,0
7/6/2017 4:00,2,0,3,3,4,1
7/6/2017 4:15,4,4,4,2,5,1
7/6/2017 4:30,0,2,3,2,3,0
7/6/2017 4:45,1,1,4,3,7,0
7/6/2017 5:00,5,2,9,3,7,1
7/6/2017 5:15,4,8,2,7,5,1
7/6/2017 5:30,7,7,6,4,13,1
7/6/2017 5:45,9,5,7,6,13,4
7/6/2017 6:00,5,9,9,7,19,0
7/6/2017 6:15,6,16,21,15,27,3
7/6/2017 6:30,22,28,33,14,37,12
7/6/2017 6:45,22,33,39,30,44,8
7/6/2017 7:00,22,33,51,35,79,11
7/6/2017 7:15,38,42,65,27,103,25
7/6/2017 7:30,60,68,94,53,130,18
7/6/2017 7:45,70,83,104,73,157,34
7/6/2017 8:00,93,96,129,99,233,43
7/6/2017 8:15,108,117,127,117,269,32
7/6/2017 8:30,89,127,129,119,297,41
7/6/2017 8:45,86,103,94,114,273,44
7/6/2017 9:00,63,72,74,93,188,20
7/6/2017 9:15,44,80,66,71,151,18
7/6/2017 9:30,44,59,61,45,120,17
7/6/2017 9:45,49,44,62,59,121,13
7/6/2017 10:00,27,48,34,39,79,20
7/6/2017 10:15,38,41,29,43,75,19
7/6/2017 10:30,37,39,43,43,86,11
7/6/2017 10:45,25,43,27,45,85,14
7/6/2017 11:00,32,37,39,39,72,8
7/6/2017 11:15,28,47,33,39,104,8
7/6/2017 11:30,36,59,52,58,117,8
7/6/2017 11:45,35,73,37,62,107,13
7/6/2017 12:00,49,74,54,79,115,9
7/6/2017 12:15,54,58,44,71,97,21
7/6/2017 12:30,55,52,69,67,100,16
7/6/2017 12:45,44,70,52,74,101,18
7/6/2017 13:00,56,93,60,79,117,12
7/6/2017 13:15,55,69,39,69,114,16
7/6/2017 13:30,43,71,56,76,120,26
7/6/2017 13:45,59,59,56,58,86,7
7/6/2017 14:00,40,55,56,56,103,18
7/6/2017 14:15,31,74,43,59,95,20
7/6/2017 14:30,43,48,50,71,115,13
7/6/2017 14:45,40,61,56,67,92,14
7/6/2017 15:00,38,83,79,59,97,32
7/6/2017 15:15,40,81,55,82,119,20
7/6/2017 15:30,63,77,73,85,114,25
7/6/2017 15:45,49,91,50,58,119,32
7/6/2017 16:00,54,122,80,136,114,45
7/6/2017 16:15,73,124,84,145,170,38
7/6/2017 16:30,97,120,96,131,164,46
7/6/2017 16:45,74,160,111,158,203,30
7/6/2017 17:00,88,193,128,248,226,41
7/6/2017 17:15,119,200,126,219,261,54
7/6/2017 17:30,96,162,150,196,237,29
7/6/2017 17:45,105,137,108,177,231,35
7/6/2017 18:00,69,117,103,158,242,26
7/6/2017 18:15,108,137,82,147,228,39
7/6/2017 18:30,88,114,110,151,219,40
7/6/2017 18:45,73,109,96,121,205,24
7/6/2017 19:00,91,103,110,117,190,28
7/6/2017 19:15,72,81,101,101,174,28
7/6/2017 19:30,55,72,77,111,169,22
7/6/2017 19:45,58,71,79,99,174,15
7/6/2017 20:00,64,69,72,101,158,24
7/6/2017 20:15,69,62,70,79,156,21
7/6/2017 20:30,47,64,74,84,158,18
7/6/2017 20:45,55,76,62,89,150,20
7/6/2017 21:00,69,63,69,86,134,10
7/6/2017 21:15,59,55,63,84,118,17
7/6/2017 21:30,50,44,64,86,116,7
7/6/2017 21:45,45,39,59,71,109,12
7/6/2017 22:00,68,56,55,92,126,15
7/6/2017 22:15,44,49,41,72,107,12
7/6/2017 22:30,36,51,46,83,115,16
7/6/2017 22:45,45,49,76,51,108,13
7/6/2017 23:00,62,55,53,58,89,7
7/6/2017 23:15,51,57,41,63,79,9
7/6/2017 23:30,48,30,34,65,84,17
7/6/2017 23:45,29,35,33,42,72,10
7/7/2017 0:00,41,19,26,48,81,2
7/7/2017 0:15,40,24,17,38,59,6
7/7/2017 0:30,22,16,12,24,49,3
7/7/2017 0:45,38,22,14,25,43,4
7/7/2017 1:00,13,9,12,27,35,6
7/7/2017 1:15,21,6,13,10,28,6
7/7/2017 1:30,13,10,10,12,28,2
7/7/2017 1:45,12,10,8,15,17,8
7/7/2017 2:00,6,8,8,4,25,1
7/7/2017 2:15,5,6,7,13,19,3
7/7/2017 2:30,4,11,8,10,20,1
7/7/2017 2:45,3,3,2,12,27,0
7/7/2017 3:00,11,4,4,8,11,2
7/7/2017 3:15,8,11,7,13,19,1
7/7/2017 3:30,5,2,4,7,11,0
7/7/2017 3:45,5,5,2,6,8,4
7/7/2017 4:00,2,6,5,11,11,2
7/7/2017 4:15,3,3,5,1,11,3
7/7/2017 4:30,2,0,0,4,10,1
7/7/2017 4:45,0,2,2,0,5,1
7/7/2017 5:00,1,2,8,7,11,0
7/7/2017 5:15,8,5,7,5,8,2
7/7/2017 5:30,12,2,4,2,12,0
7/7/2017 5:45,3,4,7,6,18,2
7/7/2017 6:00,4,2,15,6,21,0
7/7/2017 6:15,9,11,20,9,25,4
7/7/2017 6:30,9,20,10,9,25,2
7/7/2017 6:45,6,4,5,4,11,2
7/7/2017 7:00,3,7,5,7,14,0
7/7/2017 7:15,14,15,9,14,20,6
7/7/2017 7:30,20,28,20,18,50,4
7/7/2017 7:45,9,25,22,12,36,4
7/7/2017 8:00,37,32,37,36,100,10
7/7/2017 8:15,51,62,59,58,147,17
7/7/2017 8:30,66,68,74,86,173,19
7/7/2017 8:45,56,62,66,86,195,27
7/7/2017 9:00,44,74,52,73,126,15
7/7/2017 9:15,42,50,69,60,118,11
7/7/2017 9:30,33,44,40,58,124,18
7/7/2017 9:45,24,29,39,61,91,20
7/7/2017 10:00,18,38,41,28,72,13
7/7/2017 10:15,27,27,39,26,74,7
7/7/2017 10:30,25,30,34,28,79,12
7/7/2017 10:45,25,35,44,45,80,10
7/7/2017 11:00,35,44,31,50,81,10
7/7/2017 11:15,31,34,45,33,71,7
7/7/2017 11:30,39,67,39,47,106,11
7/7/2017 11:45,52,67,41,67,66,13
7/7/2017 12:00,42,54,54,76,124,14
7/7/2017 12:15,38,74,38,62,86,15
7/7/2017 12:30,46,69,45,70,84,17
7/7/2017 12:45,44,53,64,80,112,20
7/7/2017 13:00,37,75,53,68,106,16
7/7/2017 13:15,46,61,56,79,96,22
7/7/2017 13:30,72,72,62,75,104,16
7/7/2017 13:45,54,61,54,57,119,17
7/7/2017 14:00,55,76,43,70,94,19
7/7/2017 14:15,55,51,44,72,117,14
7/7/2017 14:30,52,80,59,67,112,14
7/7/2017 14:45,35,82,43,73,119,15
7/7/2017 15:00,48,84,48,67,110,20
7/7/2017 15:15,47,77,46,94,120,24
7/7/2017 15:30,71,102,62,93,147,21
7/7/2017 15:45,57,101,60,92,104,25
7/7/2017 16:00,56,148,81,109,136,30
7/7/2017 16:15,81,109,67,101,151,24
7/7/2017 16:30,79,128,86,160,157,23
7/7/2017 16:45,69,150,93,145,177,34
7/7/2017 17:00,103,185,107,188,214,41
7/7/2017 17:15,109,150,101,172,237,31
7/7/2017 17:30,78,129,103,156,227,30
7/7/2017 17:45,78,124,91,118,192,24
7/7/2017 18:00,67,96,113,122,220,25
7/7/2017 18:15,68,97,89,125,206,24
7/7/2017 18:30,63,84,78,123,195,19
7/7/2017 18:45,58,97,81,98,204,23
7/7/2017 19:00,75,72,89,100,192,38
7/7/2017 19:15,56,68,73,102,157,23
7/7/2017 19:30,60,72,78,78,166,23
7/7/2017 19:45,45,70,51,67,162,18
7/7/2017 20:00,68,68,63,84,128,16
7/7/2017 20:15,61,68,46,82,124,22
7/7/2017 20:30,45,33,47,56,106,14
7/7/2017 20:45,48,58,43,76,122,10
7/7/2017 21:00,48,46,35,56,130,8
7/7/2017 21:15,48,54,49,49,104,12
7/7/2017 21:30,53,31,42,64,103,12
7/7/2017 21:45,43,40,34,49,77,7
7/7/2017 22:00,46,58,42,69,88,9
7/7/2017 22:15,50,44,49,59,67,14
7/7/2017 22:30,57,44,30,45,76,8
7/7/2017 22:45,46,27,32,55,65,10
7/7/2017 23:00,63,42,39,55,82,15
7/7/2017 23:15,39,36,48,55,84,7
7/7/2017 23:30,65,46,42,64,90,9
7/7/2017 23:45,29,36,45,45,91,14
7/8/2017 0:00,40,30,58,65,82,6
7/8/2017 0:15,53,28,29,24,91,4
7/8/2017 0:30,26,19,38,27,68,4
7/8/2017 0:45,50,21,36,33,87,7
7/8/2017 1:00,40,24,34,36,70,8
7/8/2017 1:15,25,22,40,25,83,4
7/8/2017 1:30,30,13,27,27,42,6
7/8/2017 1:45,12,5,19,14,37,2
7/8/2017 2:00,10,3,13,8,25,5
7/8/2017 2:15,5,1,6,5,18,5
7/8/2017 2:30,13,11,16,10,27,1
7/8/2017 2:45,17,2,16,7,37,5
7/8/2017 3:00,17,12,15,11,43,3
7/8/2017 3:15,6,19,15,28,41,1
7/8/2017 3:30,12,7,14,11,42,4
7/8/2017 3:45,7,2,15,12,17,1
7/8/2017 4:00,5,6,5,9,9,0
7/8/2017 4:15,10,3,5,4,14,3
7/8/2017 4:30,6,2,4,8,10,2
7/8/2017 4:45,5,5,5,2,11,4
7/8/2017 5:00,7,1,2,2,8,2
7/8/2017 5:15,2,0,2,5,5,0
7/8/2017 5:30,3,3,5,5,4,1
7/8/2017 5:45,5,5,4,4,9,1
7/8/2017 6:00,3,7,2,3,12,1
7/8/2017 6:15,1,1,3,2,6,0
7/8/2017 6:30,1,6,2,2,5,3
7/8/2017 6:45,1,0,1,1,2,0
7/8/2017 7:00,0,1,0,0,1,3
7/8/2017 7:15,1,2,2,2,4,0
7/8/2017 7:30,3,1,5,3,7,0
7/8/2017 7:45,2,3,3,2,6,0
7/8/2017 8:00,3,3,3,6,11,6
7/8/2017 8:15,8,9,5,5,25,1
7/8/2017 8:30,7,8,8,8,30,3
7/8/2017 8:45,9,3,14,11,32,6
7/8/2017 9:00,11,16,16,10,23,2
7/8/2017 9:15,15,7,13,9,37,2
7/8/2017 9:30,21,16,22,18,50,11
7/8/2017 9:45,19,19,29,26,67,13
7/8/2017 10:00,20,19,22,23,65,5
7/8/2017 10:15,15,23,34,24,73,9
7/8/2017 10:30,20,21,37,30,59,8
7/8/2017 10:45,30,24,39,47,78,8
7/8/2017 11:00,32,24,40,34,79,13
7/8/2017 11:15,26,45,50,28,123,13
7/8/2017 11:30,36,32,69,29,104,13
7/8/2017 11:45,40,53,44,50,112,15
7/8/2017 12:00,50,46,47,59,127,9
7/8/2017 12:15,47,45,49,54,125,11
7/8/2017 12:30,58,56,61,60,130,14
7/8/2017 12:45,44,63,44,71,133,13
7/8/2017 13:00,49,59,77,77,138,13
7/8/2017 13:15,46,50,64,65,152,19
7/8/2017 13:30,32,64,81,54,155,15
7/8/2017 13:45,36,49,65,74,170,8
7/8/2017 14:00,59,61,44,78,153,21
7/8/2017 14:15,10,24,15,23,43,5
7/8/2017 14:30,9,16,14,20,41,8
7/8/2017 14:45,10,25,38,19,78,10
7/8/2017 15:00,34,51,54,48,97,11
7/8/2017 15:15,30,50,44,48,119,18
7/8/2017 15:30,41,59,47,62,130,13
7/8/2017 15:45,81,65,65,72,118,18
7/8/2017 16:00,72,93,73,89,138,9
7/8/2017 16:15,58,75,58,74,144,20
7/8/2017 16:30,58,118,67,59,172,14
7/8/2017 16:45,56,101,70,69,136,24
7/8/2017 17:00,55,98,87,74,156,27
7/8/2017 17:15,70,106,66,86,163,21
7/8/2017 17:30,62,132,83,88,147,17
7/8/2017 17:45,62,72,65,66,157,11
7/8/2017 18:00,59,71,63,84,164,23
7/8/2017 18:15,70,76,98,77,167,23
7/8/2017 18:30,54,82,63,86,142,21
7/8/2017 18:45,42,99,75,65,141,21
7/8/2017 19:00,52,67,73,68,140,28
7/8/2017 19:15,61,80,63,60,144,13
7/8/2017 19:30,56,57,58,59,140,15
7/8/2017 19:45,42,77,56,77,155,15
7/8/2017 20:00,64,54,81,79,172,16
7/8/2017 20:15,76,60,51,64,167,6
7/8/2017 20:30,93,70,72,65,155,21
7/8/2017 20:45,71,84,64,68,162,15
7/8/2017 21:00,61,76,78,75,153,17
7/8/2017 21:15,57,73,60,77,147,10
7/8/2017 21:30,84,63,40,68,132,10
7/8/2017 21:45,56,64,32,50,95,9
7/8/2017 22:00,48,64,41,42,82,10
7/8/2017 22:15,47,46,33,45,53,4
7/8/2017 22:30,119,131,36,56,67,1
7/8/2017 22:45,104,91,30,70,75,9
7/8/2017 23:00,87,81,26,80,86,13
7/8/2017 23:15,69,60,48,81,105,9
7/8/2017 23:30,144,67,24,141,72,13
7/8/2017 23:45,89,67,41,87,86,3
7/9/2017 0:00,64,43,30,56,79,13
7/9/2017 0:15,46,37,28,39,53,4
7/9/2017 0:30,69,39,30,49,85,14
7/9/2017 0:45,35,21,30,36,67,12
7/9/2017 1:00,41,32,33,39,76,7
7/9/2017 1:15,43,24,29,36,58,5
7/9/2017 1:30,42,31,22,40,79,10
7/9/2017 1:45,23,23,24,19,55,4
7/9/2017 2:00,34,14,19,25,56,5
7/9/2017 2:15,27,19,20,20,38,4
7/9/2017 2:30,20,17,19,27,50,4
7/9/2017 2:45,19,12,20,25,49,3
7/9/2017 3:00,23,9,22,46,48,4
7/9/2017 3:15,29,22,12,31,47,1
7/9/2017 3:30,11,13,7,16,34,1
7/9/2017 3:45,20,9,11,11,26,2
7/9/2017 4:00,6,3,3,9,17,4
7/9/2017 4:15,10,5,3,7,20,5
7/9/2017 4:30,10,7,7,2,17,1
7/9/2017 4:45,12,2,4,3,22,1
7/9/2017 5:00,10,2,6,3,12,1
7/9/2017 5:15,7,4,0,6,7,2
7/9/2017 5:30,3,1,1,7,10,0
7/9/2017 5:45,3,2,1,3,4,3
7/9/2017 6:00,2,4,7,5,10,2
7/9/2017 6:15,5,6,7,3,8,1
7/9/2017 6:30,7,7,2,3,12,3
7/9/2017 6:45,5,4,5,10,5,1
7/9/2017 7:00,5,8,6,7,10,1
7/9/2017 7:15,4,9,13,11,14,3
7/9/2017 7:30,6,4,11,9,20,2
7/9/2017 7:45,10,8,12,5,20,3
7/9/2017 8:00,2,15,18,14,14,3
7/9/2017 8:15,10,10,23,13,24,8
7/9/2017 8:30,8,14,16,20,40,8
7/9/2017 8:45,10,10,20,11,36,6
7/9/2017 9:00,15,12,24,15,33,7
7/9/2017 9:15,15,19,32,20,58,14
7/9/2017 9:30,23,32,43,18,76,6
7/9/2017 9:45,28,31,32,37,72,10
7/9/2017 10:00,31,31,43,39,69,8
7/9/2017 10:15,31,41,38,37,98,7
7/9/2017 10:30,28,35,41,50,88,18
7/9/2017 10:45,38,38,62,45,109,14
7/9/2017 11:00,28,63,48,40,93,12
7/9/2017 11:15,32,73,61,45,92,14
7/9/2017 11:30,42,78,72,54,124,17
7/9/2017 11:45,67,66,55,55,139,13
7/9/2017 12:00,41,64,63,72,131,12
7/9/2017 12:15,46,73,64,39,165,22
7/9/2017 12:30,47,75,82,80,160,21
7/9/2017 12:45,63,98,87,57,145,43
